Baustein,Nummer,Siegelstufe,Anforderungen
SYS.1.7 IBM Z-System,SYS.1.7.A25 Festlegung der Systemdimensionierung von z/OS ,S,"Die Grenzen für die maximale Belastung der Ressourcen (Anzahl der CPUs, Speicher, Bandbreite etc.) SOLLTEN den Hardware-Voraussetzungen entsprechend festgelegt und den zuständigen Administratoren und Anwendungseignern bekannt sein. Die Anzahl der zur Verfügung stehenden Magnetband-Stationen, die Zeiten, zu denen Anwendungen auf Magnetband-Stationen zugreifen und die benötigten Festplattenkapazitäten SOLLTEN mit den Anwendungseignern abgestimmt sein. Die Festplattenkapazitäten SOLLTEN außerdem vom Space-Management überwacht werden."
SYS.1.7 IBM Z-System,SYS.1.7.A26 WorkLoad Management für z/OS-Systeme ,S,"Die Programme, Dateien und Kommandos des WorkLoad Managers (WLM) sowie die dafür notwendigen Couple Data Sets SOLLTEN mittels RACF geschützt werden. Dabei SOLLTE sichergestellt sein, dass die Berechtigungen zum Ändern des WLM über MVS-Kommandos und über die SDSF-Schnittstelle gleich sind."
SYS.1.7 IBM Z-System,SYS.1.7.A27 Zeichensatzkonvertierung bei z/OS-Systemen ,S,"Wenn Textdateien zwischen z/OS-Systemen und anderen Systemen übertragen werden, SOLLTE darauf geachtet werden, dass eventuell eine Zeichensatzkonvertierung erforderlich ist. Dabei SOLLTE die korrekte Umsetzungstabelle verwendet werden. Bei der Übertragung von Programm-Quellcode SOLLTE geprüft werden, ob alle Zeichen richtig übersetzt wurden. Bei der Übertragung von Binärdaten SOLLTE hingegen sichergestellt sein, dass keine Zeichensatzkonvertierung stattfindet."
SYS.1.7 IBM Z-System,SYS.1.7.A28 Lizenzschlüssel-Management für z/OS-Software ,S,"Für Lizenzschlüssel, deren Gültigkeit zeitlich begrenzt ist, SOLLTE ein Verfahren zur rechtzeitigen Erneuerung eingerichtet sein. Die Laufzeiten der Lizenzschlüssel SOLLTEN dokumentiert werden. Die Dokumentation SOLLTE allen betroffenen Administratoren zur Verfügung stehen."
SYS.1.7 IBM Z-System,SYS.1.7.A29 Absicherung von Unix System Services bei z/OS-Systemen ,S,"Die Parameter der Unix System Services (USS) SOLLTEN entsprechend der funktionalen und sicherheitstechnischen Vorgaben sowie unter Berücksichtigung der verfügbaren Ressourcen eingestellt werden. HFS- und zFS-Dateien, die USS-Dateisysteme enthalten, SOLLTEN über RACF-Profile abgesichert und in das Datensicherungskonzept einbezogen werden. Außerdem SOLLTE das Root-Dateisystem mit der Option Read-Only gemounted werden. Es SOLLTE im USS-Dateisystem KEINE APF-Autorisierung (Authorized Program Facility) über das File Security Packet (FSP) geben. Stattdessen SOLLTEN die Module von APF-Dateien des z/OS-Betriebssystems geladen werden. Zwischen USS-User-IDs und MVS-User-IDs SOLLTE es eine eindeutige Zuordnung geben. Berechtigungen unter USS SOLLTEN über die RACF-Klasse UNIXPRIV vergeben werden und NICHT durch Vergabe der UID 0. Für Überprüfungen und das Monitoring der USS SOLLTEN die gleichen Mechanismen wie für z/OS genutzt werden."
SYS.1.7 IBM Z-System,SYS.1.7.A30 Absicherung der z/OS-Trace-Funktionen ,S,"Die Trace-Funktionen von z/OS wie GTF (Generalized Trace Facility), NetView oder ACF/TAP (Advanced Communication Function/Trace Analysis Program) und die entsprechenden Dateien SOLLTEN so geschützt werden, dass nur die zuständigen und autorisierten Mitarbeiter darauf Zugriff haben. Die Trace-Funktion von NetView SOLLTE normalerweise deaktiviert sein und nur im Bedarfsfall aktiviert werden."
SYS.1.7 IBM Z-System,SYS.1.7.A31 Notfallvorsorge für z/OS-Systeme ,S,"Es SOLLTE ein Verfahren zur Wiederherstellung einer funktionierenden RACF-Datenbank vorgesehen sein. Weiterhin SOLLTEN eine Kopie des z/OS-Betriebssystems als z/OS-Backup-System und, unabhängig von Produktivsystem, ein z/OS-Notfallsystem vorgehalten werden."
SYS.1.7 IBM Z-System,SYS.1.7.A32 Festlegung von Standards für z/OS-Systemdefinitionen ,H,"Es SOLLTEN Standards und Namenskonventionen für z/OS-Systemdefinitionen festgelegt und dokumentiert werden. Die Dokumentationen SOLLTEN den Administratoren zur Verfügung stehen. Die Einhaltung der Standards SOLLTE regelmäßig überprüft werden. Standards SOLLTEN insbesondere für Datei-, Datenbank-, Job- und Volume-Namen sowie für Application-, System- und User-IDs definiert werden."
SYS.1.7 IBM Z-System,SYS.1.7.A33 Trennung von Test- und Produktionssystemen unter z/OS ,H,"Es SOLLTEN technische Maßnahmen ergriffen werden, um Entwicklungs- und Testsysteme von Produktionssystemen unter z/OS zu trennen. Dabei SOLLTEN eventuelle Zugriffsmöglichkeiten über gemeinsame Festplatten und den Parallel Sysplex beachtet werden."
SYS.1.7 IBM Z-System,SYS.1.7.A34 Batch-Job-Planung für z/OS-Systeme ,H,"Wenn ein z/OS-System eine größere Anzahl von Batch-Jobs verarbeitet, SOLLTE für die Ablaufsteuerung der Batch-Jobs ein Job-Scheduler eingesetzt werden. Der Job-Scheduler sowie die zugehörigen Dateien und Tools SOLLTEN mittels RACF geeignet geschützt werden."
SYS.1.7 IBM Z-System,SYS.1.7.A35 Einsatz von RACF-Exits ,H,"Falls RACF-Exits eingesetzt werden, SOLLTEN die sicherheitstechnischen und betrieblichen Auswirkungen analysiert werden. Die RACF-Exits SOLLTEN außerdem über das SMP/E (System Modification Program/Enhanced) als USERMOD installiert und überwacht werden."
SYS.1.7 IBM Z-System,SYS.1.7.A36 Interne Kommunikation von Betriebssystemen ,H,"Die Kommunikation von Betriebssystemen, z/OS oder Linux, die entweder im LPAR-Mode oder unter z/VM auf derselben Z-Hardware installiert sind, SOLLTE über interne Kanäle erfolgen, d. h. über HiperSockets oder virtuelle CTC-Verbindungen (Channel-to-Channel)."
SYS.1.7 IBM Z-System,SYS.1.7.A37 Parallel Sysplex unter z/OS ,H,"Anhand der Verfügbarkeits- und Skalierbarkeitsanforderungen SOLLTE entschieden werden, ob ein Parallel Sysplex (Cluster von z/OS-Systemen) eingesetzt wird und ggf. welche Redundanzen dabei vorgesehen werden. Bei der Dimensionierung der Ressourcen SOLLTEN die Anforderungen der Anwendungen berücksichtigt werden. Die Software und die Definitionen der LPARs des Sysplex, einschließlich RACF, SOLLTEN synchronisiert oder als gemeinsam benutzte Dateien bereitgestellt sein. "
SYS.1.7 IBM Z-System,SYS.1.7.A38 Einsatz des VTAM Session Management Exit unter z/OS ,H,"Falls ein VTAM Session Management Exit eingesetzt werden soll, SOLLTE gewährleistet werden, dass dadurch der sichere und performante Betrieb nicht beeinträchtigt wird. Der Exit SOLLTE mindestens eine nachträgliche Kontrolle der abgewiesenen Login-Versuche ermöglichen. Außerdem SOLLTE sich der Exit dynamisch konfigurieren lassen und das Regelwerk von einer externen Datei nachladen. Funktionen, Kommandos und Dateien im Zusammenhang mit dem Exit SOLLTEN durch RACF geschützt werden."
INF.6 Datenträgerarchiv,INF.6.A1 Handfeuerlöscher [Brandschutzbeauftragter] ,B,"Im Brandfall MÜSSEN im Datenträgerarchiv geeignete Handfeuerlöscher leicht erreichbar sein. Diese Handfeuerlöscher MÜSSEN regelmäßig inspiziert und gewartet werden. Mitarbeiter, die in der Nähe eines Datenträgerarchivs tätig sind, MÜSSEN in die Benutzung der Handfeuerlöscher eingewiesen werden."
INF.6 Datenträgerarchiv,INF.6.A2 Zutrittsregelung und -kontrolle [Haustechnik] ,B,"Der Zutritt zum Datenträgerarchiv DARF NUR für befugte Personen möglich sein. Der Zutritt MUSS auf ein Mindestmaß an Mitarbeitern reduziert sein. Daher MUSS der Zutritt geregelt und kontrolliert werden. Für die Zutrittskontrolle MUSS ein Konzept entwickelt werden. Die darin festgelegten Maßnahmen für die Zutrittskontrolle SOLLTEN regelmäßig daraufhin überprüft werden, ob sie noch wirksam sind. Um es zu erschweren bzw. zu verhindern, dass eine Zutrittskontrolle umgangen wird, MUSS der komplette Raum einen dem Schutzbedarf genügenden mechanischen Widerstand aufweisen, der keinesfalls unter RC2 (gemäß DIN EN 1627) liegen darf."
INF.6 Datenträgerarchiv,INF.6.A3 Schutz vor Staub und anderer Verschmutzung ,B,"Es MUSS sichergestellt werden, dass die Datenträger im Datenträgerarchiv ausreichend vor Staub und Verschmutzung geschützt sind. Die Anforderungen dafür MÜSSEN bereits in der Planungsphase analysiert werden. Es MUSS in Datenträgerarchiven ein striktes Rauchverbot eingehalten werden."
INF.6 Datenträgerarchiv,INF.6.A4 Geschlossene Fenster und abgeschlossene Türen [Mitarbeiter] ,B,"In einem Datenträgerarchiv SOLLTEN, wenn möglich, keine Fenster vorhanden sein. Gibt es dennoch Fenster, MÜSSEN diese beim Verlassen des Datenträgerarchivs geschlossen werden. Ebenso MUSS beim Verlassen die Tür verschlossen werden. Auch Brand- und Rauchschutztüren MÜSSEN geschlossen werden. "
INF.6 Datenträgerarchiv,INF.6.A5 Verwendung von Schutzschränken [Mitarbeiter] ,S,Die Datenträger und Medien in Datenträgerarchiven SOLLTEN in geeigneten Schutzschränken gelagert werden.
INF.6 Datenträgerarchiv,INF.6.A6 Vermeidung von wasserführenden Leitungen [Haustechnik] ,S,"In Datenträgerarchiven SOLLTEN unnötige wasserführende Leitungen generell vermieden werden. Sind dennoch Wasserleitungen durch das Datenträgerarchiv hinweg verlegt, SOLLTEN diese regelmäßig daraufhin überprüft werden, ob sie noch dicht sind. Zudem SOLLTEN Vorkehrungen getroffen werden, um frühzeitig erkennen zu können, ob dort Wasser austritt. Für ein Datenträgerarchiv mit Hochverfügbarkeitsanforderungen SOLLTE es Reaktionspläne geben, die genau vorgeben, wer im Fall eines Lecks informiert werden muss und wie grundsätzlich vorzugehen ist. "
INF.6 Datenträgerarchiv,INF.6.A7 Einhaltung von klimatischen Bedingungen [Haustechnik] ,S,"Es SOLLTE sichergestellt werden, dass die zulässigen Höchst- und Tiefstwerte für Temperatur und Luftfeuchtigkeit sowie der Schwebstoffanteil in der Raumluft im Datenträgerarchiv eingehalten werden. Die Werte von Lufttemperatur und -feuchte SOLLTEN mehrmals im Jahr für die Dauer von einer Woche aufgezeichnet und dokumentiert werden. Dabei festgestellte Abweichungen vom Sollwert SOLLTEN zeitnah behoben werden. Die eingesetzten Klimageräte SOLLTEN regelmäßig gewartet werden. "
INF.6 Datenträgerarchiv,INF.6.A8 Sichere Türen und Fenster [Planer] ,S,"Sicherungsmaßnahmen wie Fenster, Türen und Wände SOLLTEN bezüglich Einbruch, Brand und Rauch gleichwertig und angemessen sein. Abhängig vom Schutzbedarf SOLLTE eine geeignete Widerstandsklasse gemäß der DIN EN 1627 erfüllt werden. Alle Sicherheitstüren und -fenster SOLLTEN regelmäßig daraufhin überprüft werden, ob sie noch entsprechend funktionieren. Der komplette Raum SOLLTE einen dem Schutzbedarf genügenden mechanischen Widerstand aufweisen, der keinesfalls unter RC3 (gemäß DIN EN 1627) liegt."
INF.6 Datenträgerarchiv,INF.6.A9 Gefahrenmeldeanlage [Haustechnik] ,H,"Es SOLLTE in Datenträgerarchiven eine angemessene Gefahrenmeldeanlage eingerichtet werden. Diese Gefahrenmeldeanlage SOLLTE regelmäßig geprüft und gewartet werden. Es SOLLTE sichergestellt sein, dass Empfänger von Gefahrenmeldungen in der Lage sind, auf Alarmmeldungen angemessen zu reagieren."
APP.2.3 OpenLDAP,APP.2.3.A1 Planung und Auswahl von Backends und Overlays für OpenLDAP ,B,"Der Einsatz von OpenLDAP in einer Institution MUSS sorgfältig geplant werden. Soll OpenLDAP gemeinsam mit anderen Anwendungen verwendet werden, so MÜSSEN die Planung, Konfiguration und Installation der Anwendungen mit OpenLDAP aufeinander abgestimmt werden. Für die zur Datenhaltung verwendete Datenbank MUSS sichergestellt werden, dass die verwendete Version kompatibel ist. Backends und Overlays für OpenLDAP MÜSSEN restriktiv selektiert werden. Dazu MUSS sichergestellt werden, dass die OpenLDAP-Overlays in der korrekten Reihenfolge eingesetzt werden. Bei der Planung von OpenLDAP MÜSSEN die auszuwählenden und unterstützten Client-Anwendungen berücksichtigt werden."
APP.2.3 OpenLDAP,APP.2.3.A2 Sichere Installation von OpenLDAP ,B,"Es MUSS überprüft werden, ob alle Anwendungen, die auf OpenLDAP zugreifen sollen, mit der zu installierenden OpenLDAP-Version kompatibel sind. Die Versionen der OpenLDAP-Installationspakete MÜSSEN sorgfältig ausgewählt werden. Deren Integrität MUSS überprüft werden. Alle Installationsschritte und die Herkunft der OpenLDAP-Installationspakete SOLLTEN dokumentiert werden."
APP.2.3 OpenLDAP,APP.2.3.A3 Sichere Konfiguration von OpenLDAP ,B,"Für die sichere Konfiguration von OpenLDAP MUSS der slapd-Server korrekt konfiguriert werden. Es MÜSSEN auch die verwendeten Client-Anwendungen sicher konfiguriert werden. Bei der Konfiguration von OpenLDAP MUSS darauf geachtet werden, dass im Betriebssystem die Berechtigungen korrekt gesetzt sind. Die Vorgabewerte aller relevanten Konfigurationsdirektiven von OpenLDAP MÜSSEN geprüft und gegebenenfalls angepasst werden. Die Backends und Overlays von OpenLDAP MÜSSEN in die Konfiguration einbezogen werden. Für die Suche innerhalb von OpenLDAP MÜSSEN angemessene Zeit- und Größenbeschränkungen festgelegt werden. Die Konfiguration am slapd-Server MUSS nach jeder Änderung geprüft werden."
APP.2.3 OpenLDAP,APP.2.3.A4 Konfiguration der durch OpenLDAP verwendeten Datenbank ,B,"Die Zugriffsrechte für neu angelegte Datenbankdateien MÜSSEN auf die Benutzerkennung beschränkt werden, in deren Kontext der slapd-Server betrieben wird. Die Standard-Einstellungen der von OpenLDAP genutzten BerkeleyDB MÜSSEN angepasst werden."
APP.2.3 OpenLDAP,APP.2.3.A5 Sichere Vergabe von Zugriffsrechten auf dem OpenLDAP ,B,Es MUSS ein Berechtigungskonzept anhand der im Baustein APP.2.1 Allgemeiner Verzeichnisdienst beschriebenen Methode festgelegt werden. Die dort getroffenen Regelungen MÜSSEN in OpenLDAP technisch umgesetzt werden. Die in OpenLDAP geführten globalen und datenbankspezifischen Zugriffskontrolllisten (Access Control Lists) MÜSSEN beim Einsatz von OpenLDAP korrekt berücksichtigt werden. Datenbank-Direktiven MÜSSEN Vorrang vor globalen Direktiven haben.
APP.2.3 OpenLDAP,APP.2.3.A6 Sichere Authentisierung gegenüber OpenLDAP ,B,"Wenn der Verzeichnisdienst zwischen verschiedenen Benutzern unterscheiden soll, MÜSSEN sich diese geeignet authentisieren. Die Authentisierung zwischen dem slapd-Server und den Kommunikationspartnern MUSS verschlüsselt werden. Es DÜRFEN NUR die Hashwerte von Passwörtern auf den Clients und Servern abgespeichert werden. Es MUSS ein geeigneter Hashing-Algorithmus verwendet werden."
APP.2.3 OpenLDAP,APP.2.3.A7 Schulung von Administratoren von OpenLDAP ,S,Es SOLLTEN alle Administratoren zu OpenLDAP und den zugehörigen Sicherheitsthemen geschult werden.
APP.2.3 OpenLDAP,APP.2.3.A8 Einschränkungen von Attributen bei OpenLDAP ,S,"Anhand von Overlays SOLLTEN die Attribute in OpenLDAP eingeschränkt werden. OpenLDAP SOLLTE so angepasst werden, dass Werte im Verzeichnisdienst nur einem bestimmten regulären Ausdruck entsprechen. Zudem SOLLTE mit Hilfe von Overlays sichergestellt werden, das ausgesuchte Werte nur einmal im Verzeichnisbaum vorhanden sind. Solche Restriktionen SOLLTEN ausschließlich auf Nutzerdaten angewendet werden."
APP.2.3 OpenLDAP,APP.2.3.A9 Partitionierung und Replikation bei OpenLDAP ,S,OpenLDAP SOLLTE in Teilbäume auf verschiedene Server aufgeteilt (partitioniert) werden. Dabei SOLLTEN Veränderungen an den Daten durch Replikation zwischen den Servern ausgetauscht werden. Der Replikationsmodus SOLLTE in Abhängigkeit von Netzverbindungen und Verfügbarkeitsanforderungen gewählt werden. 
APP.2.3 OpenLDAP,APP.2.3.A10 Sichere Aktualisierung von OpenLDAP ,S,"Die OpenLDAP-Software sollte bei neu erscheinenden Releases, die sicherheitsrelevante Änderungen enthalten oder Schwachstellen beheben, so schnell wie möglich aktualisiert werden. Dabei SOLLTE insbesondere darauf geachtet werden, ob diese Änderungen eingesetzte Backends oder Overlays sowie Softwareabhängigkeiten betreffen. Setzen Administratoren eigene Skripte ein, SOLLTEN sie daraufhin überprüft werden, ob sie mit der aktualisierten Version von OpenLDAP problemlos zusammenarbeiten. Die Konfiguration und die Zugriffsrechte SOLLTEN nach einer Aktualisierung sorgfältig geprüft werden."
APP.2.3 OpenLDAP,APP.2.3.A11 Einschränkung der OpenLDAP-Laufzeitumgebung ,S,Der slapd-Server SOLLTE auf ein Laufzeitverzeichnis eingeschränkt werden. Hierfür SOLLTE dieses Verzeichnis alle Konfigurationsdateien und Datenbanken beinhalten.
APP.2.3 OpenLDAP,APP.2.3.A12 Protokollierung und Überwachung von OpenLDAP [Datenschutzbeauftragter] ,S,"Alle relevanten Aktivitäten in OpenLDAP SOLLTEN protokolliert und überwacht werden. Der laufende Betrieb des slapd-Servers SOLLTE mit geeigneten Werkzeugen überwacht werden. Die Protokolldaten SOLLTEN regelmäßig ausgewertet werden. Dabei SOLLTEN institutionsinterne Vorgaben beachtet werden. OpenLDAP SOLLTE gemeinsam mit dem Server überwacht werden, auf dem OpenLDAP betrieben wird. "
APP.2.3 OpenLDAP,APP.2.3.A13 Datensicherung von OpenLDAP ,S,Die Daten des OpenLDAP-Servers samt seiner Verzeichnisdienstobjekte und Konfigurationseinstellungen SOLLTEN regelmäßig gesichert werden. Zudem SOLLTEN bei der Datensicherung alle Partitionen des OpenLDAP-Servers berücksichtigt werden. Für die Wiederherstellung der Datenbestände SOLLTE ein geeignetes Werkzeug eingesetzt werden. 
SYS.2.4 Clients unter macOS,SYS.2.4.A1 Planung des sicheren Einsatzes von macOS ,B,"Die Einführung von macOS MUSS sorgfältig geplant werden. Dabei MUSS ein Konzept zur Benutzerverwaltung, zur Administration sowie zur Protokollierung erstellt werden. Es MUSS entschieden werden, wo und wie Daten abgelegt werden. Es MUSS geplant werden, wie die Datensicherung in das institutionsweite Datensicherungskonzept integriert werden kann. Es MUSS geplant werden, wie der Schutz vor Schadprogrammen in das institutionsweite Konzept integriert werden kann. Es MUSS geplant werden, wie Sicherheits- und sonstige Aktualisierungen für macOS und Anwendungen systematisch installiert werden können. Es MUSS ermittelt werden, welche Anwendungen bei einem Plattformwechsel zu macOS benötigt werden. Wird der Mac in einem Datennetz betrieben, MUSS zusätzlich berücksichtigt werden, welche Netzprotokolle eingesetzt werden sollen."
SYS.2.4 Clients unter macOS,SYS.2.4.A2 Nutzung der integrierten Sicherheitsfunktionen von macOS ,B,"Die in macOS integrierten Schutzmechanismen „System Integrity Protection“ (SIP), „Xprotect“ und „Gatekeeper“ MÜSSEN aktiviert sein. Gatekeeper DARF NUR die Ausführung signierter Programme erlauben, sofern unsignierte Programme nicht zwingend notwendig sind."
